Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 8).
Copying objective function to workers...
Done copying objective function to workers.
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  190 |       8 | Accept |      5.7831 |      1.2967 |    0.015092 |     0.20764 |            1 |           10 |       compet |      softmax |
|  191 |       8 | Accept |      5.7475 |      26.089 |    0.015092 |     0.20805 |            3 |           17 |       compet |      softmax |
|  192 |       8 | Accept |      6.1912 |      13.037 |    0.015092 |     0.20852 |           16 |           13 |       logsig |       compet |
|  193 |       8 | Accept |      4.8436 |      442.13 |    0.015092 |     0.20889 |            6 |           16 |       netinv |       compet |
|  194 |       7 | Accept |      5.7137 |      5.7734 |    0.015092 |     0.20942 |            5 |           12 |    elliotsig |       compet |
|  195 |       7 | Accept |      5.8563 |      0.9488 |    0.015092 |     0.20942 |            8 |            1 |       compet |       compet |
|  196 |       8 | Accept |      6.1652 |      1.8333 |    0.015092 |     0.20953 |            6 |            8 |       tribas |       compet |
|  197 |       8 | Accept |      6.2031 |      6.3146 |    0.015092 |     0.20993 |            8 |           19 |      softmax |       compet |
|  198 |       8 | Accept |     0.10456 |      9.2644 |    0.015092 |     0.20998 |            2 |            6 |       tansig |       tribas |
|  199 |       8 | Accept |      6.5694 |      6.8737 |    0.015092 |     0.21042 |            4 |           25 |      radbasn |       compet |
|  200 |       8 | Accept |      6.0642 |      10.185 |    0.015092 |     0.21085 |            9 |           20 |       compet |       compet |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  201 |       8 | Accept |      5.9572 |      6.2387 |    0.015092 |     0.21132 |            5 |           20 |    elliotsig |       compet |
|  202 |       8 | Accept |      5.8164 |      21.798 |    0.015092 |     0.21177 |           12 |           19 |       radbas |       compet |
|  203 |       8 | Accept |      4.4444 |      89.713 |    0.015092 |     0.21208 |           31 |            9 |       netinv |      radbasn |
|  204 |       8 | Accept |    0.096568 |      13.067 |    0.015092 |     0.21204 |            2 |           11 |       tansig |       tribas |
|  205 |       8 | Accept |      2.1928 |      15.495 |    0.015092 |      0.2122 |           11 |           14 |       netinv |    elliotsig |
|  206 |       8 | Accept |     0.97366 |      17.287 |    0.015092 |     0.21222 |            6 |           18 |       netinv |       logsig |
|  207 |       8 | Accept |      6.3124 |      20.621 |    0.015092 |     0.21275 |           16 |           14 |       tansig |       compet |
|  208 |       8 | Accept |      6.2237 |      86.127 |    0.015092 |     0.21326 |           40 |           11 |       netinv |       radbas |
|  209 |       8 | Accept |      4.2968 |      302.32 |    0.015092 |     0.21362 |            5 |           13 |       compet |    elliotsig |
|  210 |       8 | Accept |      5.5895 |      12.803 |    0.015092 |     0.21405 |            5 |           28 |    elliotsig |       compet |
|  211 |       8 | Accept |      6.3441 |      26.675 |    0.015092 |     0.21453 |            9 |           27 |      softmax |       compet |
|  212 |       8 | Accept |      5.9876 |      1.7838 |    0.015092 |     0.21467 |           17 |            1 |       logsig |       compet |
|  213 |       8 | Accept |     0.09988 |      22.747 |    0.015092 |     0.21464 |            2 |           17 |       tansig |       tribas |
|  214 |       8 | Accept |    0.023635 |      487.47 |    0.015092 |     0.21452 |           20 |            6 |       logsig |      radbasn |
|  215 |       8 | Accept |      6.2315 |      137.79 |    0.015092 |     0.21507 |           29 |           13 |       netinv |       netinv |
|  216 |       8 | Accept |      6.7287 |       17.79 |    0.015092 |      0.2156 |            4 |           34 |      radbasn |       compet |
|  217 |       8 | Accept |      6.4329 |      6.0772 |    0.015092 |     0.21607 |            4 |           23 |       tribas |       compet |
|  218 |       8 | Accept |      6.5579 |      29.899 |    0.015092 |     0.21659 |            6 |           32 |       tribas |       compet |
|  219 |       8 | Accept |      3.9736 |      9.4635 |    0.015092 |     0.21693 |            2 |           13 |       compet |       radbas |
|  220 |       8 | Accept |      4.8787 |      30.475 |    0.015092 |     0.21736 |            5 |           21 |       compet |       radbas |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  221 |       8 | Accept |      6.1303 |      17.829 |    0.015092 |     0.21784 |            3 |           33 |       compet |       netinv |
|  222 |       8 | Accept |      1.1332 |      4.2883 |    0.015092 |     0.21743 |            3 |           10 |       netinv |       logsig |
|  223 |       8 | Accept |        4.42 |      1190.8 |    0.015092 |     0.21783 |            6 |           14 |       compet |       tansig |
|  224 |       8 | Accept |    0.025777 |      208.02 |    0.015092 |     0.21786 |           23 |           10 |       tribas |    elliotsig |
|  225 |       8 | Accept |     0.02227 |      1901.3 |    0.015092 |       0.218 |           40 |            7 |       tansig |      softmax |
|  226 |       8 | Accept |    0.026151 |      61.294 |    0.015092 |     0.21802 |           14 |            9 |       tribas |       tansig |
|  227 |       8 | Accept |     0.11232 |      5.4258 |    0.015092 |     0.21759 |            2 |            9 |       tansig |       tribas |
|  228 |       8 | Accept |      5.9791 |      1.1246 |    0.015092 |      0.2176 |            6 |            1 |    elliotsig |       compet |
|  229 |       8 | Accept |      1.3786 |      160.14 |    0.015092 |     0.21765 |           10 |           24 |       netinv |       logsig |
|  230 |       8 | Accept |      5.2826 |      1.0657 |    0.015092 |     0.21756 |            9 |            1 |       netinv |       tansig |
|  231 |       8 | Accept |      1.2773 |      8.5831 |    0.015092 |     0.21724 |            1 |           13 |       tansig |       tribas |
|  232 |       8 | Accept |    0.037775 |      26.763 |    0.015092 |     0.21682 |            3 |            6 |       tansig |       tribas |
|  233 |       8 | Accept |       1.241 |       75.92 |    0.015092 |     0.21687 |            1 |           22 |       tansig |       tribas |
|  234 |       8 | Accept |    0.025985 |      112.56 |    0.015092 |     0.21692 |            5 |           11 |    elliotsig |       tansig |
|  235 |       8 | Accept |      4.0885 |       37.22 |    0.015092 |      0.2172 |            9 |           29 |       compet |       compet |
|  236 |       8 | Accept |       6.376 |      10.938 |    0.015092 |     0.21781 |            1 |           13 |      radbasn |       radbas |
|  237 |       8 | Accept |      4.4086 |      143.59 |    0.015092 |     0.21815 |            7 |           37 |    elliotsig |       compet |
|  238 |       8 | Accept |     0.80702 |      27.284 |    0.015092 |     0.21811 |            8 |           21 |       netinv |    elliotsig |
|  239 |       8 | Accept |      6.3044 |      1.7041 |    0.015092 |      0.2183 |           16 |            1 |       tansig |       compet |
|  240 |       8 | Accept |      1.4971 |      12.882 |    0.015092 |     0.21792 |            9 |           10 |       netinv |       tansig |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  241 |       8 | Accept |      1.4547 |      183.15 |    0.015092 |     0.21805 |            9 |           28 |       netinv |    elliotsig |
|  242 |       8 | Accept |      1.0628 |       37.69 |    0.015092 |     0.21804 |            9 |           21 |       netinv |       tansig |
|  243 |       8 | Accept |      1.3215 |      3.4461 |    0.015092 |     0.21767 |            1 |            5 |       tansig |       tribas |
|  244 |       8 | Accept |     0.03312 |      63.759 |    0.015092 |     0.21737 |            3 |            6 |       logsig |      softmax |
|  245 |       8 | Accept |      5.6833 |       1.106 |    0.015092 |     0.21794 |            1 |            1 |      radbasn |       radbas |
|  246 |       8 | Accept |      6.2926 |      55.357 |    0.015092 |      0.2184 |           16 |           22 |       logsig |       compet |
|  247 |       8 | Accept |      1.4219 |      24.474 |    0.015092 |     0.21832 |            1 |            5 |       tansig |      softmax |
|  248 |       8 | Accept |      1.9613 |      6.8408 |    0.015092 |     0.21793 |            4 |           10 |       netinv |       logsig |
|  249 |       8 | Accept |     0.11132 |      6.5489 |    0.015092 |      0.2175 |            2 |            7 |       tansig |       tribas |
|  250 |       8 | Accept |      1.1293 |      24.753 |    0.015092 |     0.21714 |           19 |            7 |       netinv |    elliotsig |
|  251 |       8 | Accept |      1.3945 |      4.7022 |    0.015092 |     0.21681 |            1 |           10 |       tansig |       tribas |
|  252 |       8 | Accept |      5.6898 |       44.64 |    0.015092 |     0.21723 |            4 |           40 |       compet |       netinv |
|  253 |       8 | Accept |      6.2491 |      366.08 |    0.015092 |      0.2181 |            2 |           10 |      radbasn |       netinv |
|  254 |       8 | Accept |      6.5449 |      1.0809 |    0.015092 |     0.21788 |            1 |            6 |       compet |      softmax |
|  255 |       8 | Accept |    0.024427 |      231.33 |    0.015092 |     0.21791 |           25 |           10 |       tribas |       logsig |
|  256 |       8 | Accept |      1.3073 |      6.3701 |    0.015092 |     0.21753 |            1 |            4 |       tansig |       tribas |
|  257 |       8 | Accept |      4.2252 |      1319.5 |    0.015092 |     0.21784 |            2 |           24 |      radbasn |       radbas |
|  258 |       8 | Accept |      6.0124 |      0.8854 |    0.015092 |     0.21778 |            5 |            1 |       netinv |       logsig |
|  259 |       8 | Accept |      1.9278 |      9.4189 |    0.015092 |      0.2174 |           12 |            6 |       netinv |       tansig |
|  260 |       8 | Accept |     0.35387 |      20.641 |    0.015092 |     0.21727 |           14 |            1 |    elliotsig |       tansig |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  261 |       8 | Accept |      1.5435 |      113.22 |    0.015092 |      0.2174 |            7 |           29 |       netinv |       tansig |
|  262 |       8 | Accept |      1.1635 |      56.935 |    0.015092 |     0.21217 |            1 |           11 |       tansig |       radbas |
|  263 |       8 | Accept |     0.02627 |      390.43 |    0.015092 |     0.21224 |            6 |           11 |      softmax |       tansig |
|  264 |       8 | Accept |        6.18 |      0.8744 |    0.015092 |      0.2126 |            2 |            1 |    elliotsig |      softmax |
|  265 |       8 | Accept |    0.024307 |      1143.6 |    0.015092 |     0.21267 |            9 |           11 |    elliotsig |       logsig |
|  266 |       8 | Accept |    0.023508 |      2508.4 |    0.015092 |     0.21274 |           15 |           11 |    elliotsig |    elliotsig |
|  267 |       8 | Accept |     0.38824 |       13.62 |    0.015092 |     0.21256 |           15 |            1 |       tribas |    elliotsig |
|  268 |       8 | Accept |      5.8673 |      678.05 |    0.015092 |     0.21297 |            2 |           16 |       compet |       logsig |
|  269 |       8 | Accept |    0.098358 |      10.069 |    0.015092 |     0.21262 |            2 |            8 |       tansig |       tribas |
|  270 |       8 | Accept |      3.2186 |      6.3166 |    0.015092 |     0.21247 |            3 |           15 |       netinv |       logsig |
|  271 |       8 | Accept |      6.1372 |      48.714 |    0.015092 |     0.21288 |           11 |           30 |       radbas |       compet |
|  272 |       8 | Accept |     0.36642 |      6.5169 |    0.015092 |     0.21269 |           10 |            1 |       tribas |       tansig |
|  273 |       7 | Accept |      1.3707 |      35.154 |    0.015092 |     0.21265 |            1 |           10 |       tansig |      radbasn |
|  274 |       7 | Accept |    0.040354 |        12.8 |    0.015092 |     0.21265 |            5 |            5 |       tribas |    elliotsig |
|  275 |       8 | Accept |     0.10505 |      13.896 |    0.015092 |      0.2124 |            2 |            5 |       tribas |       tansig |
|  276 |       8 | Accept |     0.41116 |      15.775 |    0.015092 |     0.21209 |            7 |            1 |       tribas |    elliotsig |
|  277 |       8 | Accept |    0.047117 |      6.9122 |    0.015092 |     0.21178 |            3 |            5 |       tribas |    elliotsig |
|  278 |       8 | Accept |    0.028454 |      30.188 |    0.015092 |     0.21147 |            7 |            6 |       tribas |    elliotsig |
|  279 |       8 | Accept |      0.3949 |      6.0707 |    0.015092 |     0.21118 |            8 |            1 |       tribas |       tansig |
|  280 |       8 | Accept |    0.040573 |      24.508 |    0.015092 |     0.21088 |            5 |            5 |       tribas |       tansig |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  281 |       8 | Accept |      5.9179 |      76.835 |    0.015092 |     0.21125 |           15 |           26 |       tansig |       compet |
|  282 |       8 | Accept |    0.095561 |       201.2 |    0.015092 |     0.21125 |            2 |           18 |       tansig |      radbasn |
|  283 |       8 | Accept |     0.71719 |      27.419 |    0.015092 |     0.21095 |            2 |            1 |       tribas |       tansig |
|  284 |       8 | Accept |       5.693 |      80.057 |    0.015092 |     0.21134 |            2 |           34 |       compet |       radbas |
|  285 |       8 | Accept |      1.2004 |      29.918 |    0.015092 |     0.21145 |            1 |           17 |       tribas |       tansig |
|  286 |       8 | Accept |      5.5632 |      103.44 |    0.015092 |     0.21182 |           16 |           40 |       compet |       compet |
|  287 |       8 | Accept |    0.028728 |         123 |    0.015092 |     0.21183 |            4 |           25 |       tribas |       tansig |
|  288 |       8 | Accept |      5.5299 |      66.513 |    0.015092 |     0.21219 |            7 |           40 |      softmax |       compet |
|  289 |       8 | Accept |    0.018247 |       37073 |    0.015092 |     0.21218 |           15 |           35 |    elliotsig |      softmax |
|  290 |       8 | Accept |      1.2996 |      4.8815 |    0.015092 |     0.21195 |            1 |            7 |       tribas |    elliotsig |
|  291 |       8 | Accept |     0.10402 |      4.3586 |    0.015092 |     0.21164 |            2 |            4 |       tribas |    elliotsig |
|  292 |       8 | Accept |      0.1422 |      6.4935 |    0.015092 |     0.21132 |            3 |            2 |       tribas |    elliotsig |
|  293 |       8 | Accept |     0.03005 |      144.36 |    0.015092 |     0.21131 |            3 |           16 |       tribas |    elliotsig |
|  294 |       8 | Accept |      5.2815 |      5.2232 |    0.015092 |     0.21172 |            2 |           19 |      softmax |       netinv |
|  295 |       8 | Accept |      64.711 |      3.0707 |    0.015092 |      0.2031 |            1 |           28 |      softmax |       netinv |
|  296 |       8 | Accept |     0.41476 |      41.004 |    0.015092 |     0.20287 |            4 |            1 |       tribas |    elliotsig |
|  297 |       8 | Accept |      1.1717 |      15.456 |    0.015092 |     0.20323 |            7 |           13 |      softmax |       netinv |
|  298 |       8 | Accept |      6.3001 |      21.852 |    0.015092 |      0.2039 |            2 |           15 |      softmax |       netinv |
|  299 |       8 | Accept |      1.3797 |      19.966 |    0.015092 |     0.20374 |            1 |            7 |       logsig |      radbasn |
|  300 |       8 | Accept |    0.025345 |      593.85 |    0.015092 |     0.20377 |            7 |           36 |       tribas |       tansig |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  301 |       8 | Accept |      5.8498 |      2.2928 |    0.015092 |     0.20386 |            8 |            7 |      softmax |       compet |
|  302 |       8 | Accept |    0.033633 |      14.188 |    0.015092 |     0.20342 |            3 |           12 |       tribas |       tansig |
|  303 |       8 | Accept |      5.6832 |      412.09 |    0.015092 |     0.20423 |            9 |            4 |       tribas |       netinv |
|  304 |       8 | Accept |      2.7289 |      1.5409 |    0.015092 |     0.20332 |            2 |            7 |       netinv |       logsig |
|  305 |       8 | Accept |      5.9414 |      106.57 |    0.015092 |     0.20438 |           13 |           40 |      radbasn |       compet |
|  306 |       8 | Accept |      6.3722 |      2.6288 |    0.015092 |     0.20453 |           25 |            1 |       radbas |      radbasn |
|  307 |       8 | Accept |    0.029617 |       13492 |    0.015092 |     0.20465 |           32 |            9 |      softmax |       netinv |
|  308 |       8 | Accept |    0.022619 |      1587.8 |    0.015092 |     0.20452 |           25 |            9 |       radbas |      radbasn |
|  309 |       8 | Accept |      6.1237 |     0.87641 |    0.015092 |     0.20479 |            6 |            1 |       netinv |    elliotsig |
|  310 |       8 | Accept |       1.218 |      2.4676 |    0.015092 |    -0.33694 |            3 |            6 |       netinv |    elliotsig |
|  311 |       8 | Accept |      6.2396 |      2.5392 |    0.015092 |     0.20519 |           25 |            2 |       compet |       compet |
|  312 |       8 | Accept |      1.3065 |      7.9651 |    0.015092 |     0.20375 |            4 |           11 |       netinv |    elliotsig |
|  313 |       8 | Accept |      4.5838 |      5.2514 |    0.015092 |     0.20427 |            7 |            1 |       compet |    elliotsig |
|  314 |       8 | Accept |      1.2368 |      3.0658 |    0.015092 |     0.20314 |            1 |            8 |       tribas |       tansig |
|  315 |       8 | Accept |    0.094995 |      17.313 |    0.015092 |     0.20302 |            2 |           12 |       tribas |       tansig |
|  316 |       8 | Accept |     0.36334 |      4.4719 |    0.015092 |     0.20343 |            4 |            1 |    elliotsig |    elliotsig |
|  317 |       8 | Accept |      0.4717 |      3.9371 |    0.015092 |     0.20373 |            2 |            1 |    elliotsig |    elliotsig |
|  318 |       8 | Accept |      1.4774 |      4.6557 |    0.015092 |    -0.32198 |            1 |            1 |    elliotsig |    elliotsig |
|  319 |       8 | Accept |      2.8711 |      29.819 |    0.015092 |     0.20104 |           21 |            4 |       netinv |       logsig |
|  320 |       8 | Accept |     0.56867 |      135.27 |    0.015092 |     0.20248 |            2 |            2 |      radbasn |      radbasn |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  321 |       8 | Accept |      1.3421 |      33.186 |    0.015092 |     0.20252 |            1 |            4 |    elliotsig |    elliotsig |
|  322 |       8 | Accept |      2.5384 |      2497.9 |    0.015092 |       0.203 |            8 |           26 |       tansig |       netinv |
|  323 |       8 | Accept |      1.2226 |      85.533 |    0.015092 |     0.20508 |            1 |           22 |       tansig |       radbas |
|  324 |       8 | Accept |      5.8975 |      2.4065 |    0.015092 |     0.20427 |           26 |            1 |       radbas |      softmax |
|  325 |       8 | Best   |    0.011275 |       61790 |    0.011275 |     0.16584 |           19 |           38 |      softmax |    elliotsig |
|  326 |       8 | Accept |     0.84994 |      115.85 |    0.011275 |     -0.2869 |            2 |            1 |      radbasn |       netinv |
|  327 |       8 | Accept |      5.9512 |      1.6169 |    0.011275 |     0.20719 |           19 |            1 |       netinv |       compet |
|  328 |       8 | Accept |    0.023935 |      4349.7 |    0.011275 |     0.20422 |           26 |            9 |       radbas |      softmax |
|  329 |       8 | Accept |    0.015169 |       10239 |    0.011275 |     0.20684 |           25 |           17 |       radbas |      radbasn |
|  330 |       8 | Accept |      6.0194 |      3.7172 |    0.011275 |     0.20512 |            2 |            9 |       compet |       radbas |
|  331 |       8 | Accept |    0.014237 |       35592 |    0.011275 |      0.2099 |           12 |           40 |       logsig |      softmax |
|  332 |       8 | Accept |       6.811 |      1.2608 |    0.011275 |    -0.28802 |            1 |            1 |      softmax |       netinv |
|  333 |       8 | Accept |      6.5918 |      9.2839 |    0.011275 |     0.20506 |           21 |            9 |      radbasn |       compet |
|  334 |       8 | Accept |      6.2065 |      2.7944 |    0.011275 |       0.206 |           24 |            1 |      radbasn |      softmax |
|  335 |       8 | Accept |    0.027899 |      3482.3 |    0.011275 |     0.20584 |            3 |           36 |       tansig |       radbas |
|  336 |       8 | Best   |   0.0074177 |       73937 |   0.0074177 |      0.2058 |           38 |           22 |      softmax |    elliotsig |
|  337 |       8 | Accept |    0.020973 |      4307.8 |   0.0074177 |     0.20668 |           24 |            9 |      radbasn |      softmax |
|  338 |       8 | Accept |      6.6271 |     0.99055 |   0.0074177 |     0.20357 |            8 |            1 |       tribas |       compet |
|  339 |       8 | Accept |     0.12628 |      16.905 |   0.0074177 |     0.22745 |            2 |            2 |       radbas |       radbas |
|  340 |       8 | Accept |      6.2316 |      4.2029 |   0.0074177 |     0.20494 |           23 |            3 |       tribas |       compet |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  341 |       8 | Accept |     0.03366 |      320.67 |   0.0074177 |     0.20463 |            3 |            7 |       radbas |       radbas |
|  342 |       8 | Accept |    0.013254 |       15766 |   0.0074177 |     0.18258 |           26 |           17 |       radbas |      softmax |
|  343 |       8 | Accept |      6.5633 |      1.0292 |   0.0074177 |     0.19413 |            5 |            1 |       netinv |      softmax |
|  344 |       8 | Accept |      4.0934 |      1.9634 |   0.0074177 |     0.19148 |            7 |            8 |       netinv |      softmax |
|  345 |       8 | Accept |      2.3897 |      12.772 |   0.0074177 |      0.2498 |            5 |           14 |       netinv |      softmax |
|  346 |       8 | Accept |      5.8871 |      2.0032 |   0.0074177 |     0.25087 |            2 |            9 |       compet |       netinv |
|  347 |       8 | Accept |     0.78232 |      66.931 |   0.0074177 |      0.2246 |            9 |           23 |       netinv |      softmax |
|  348 |       8 | Accept |      3.0375 |      2.1393 |   0.0074177 |     0.24222 |            7 |            4 |       netinv |      softmax |
|  349 |       8 | Accept |      6.1241 |      1.7674 |   0.0074177 |     0.21632 |            2 |            7 |       compet |       netinv |
|  350 |       8 | Accept |      3.7593 |      4.4187 |   0.0074177 |     0.21794 |            8 |            7 |    elliotsig |       compet |
|  351 |       8 | Accept |      5.8414 |      3.8435 |   0.0074177 |     0.18287 |           14 |            7 |       radbas |       compet |
|  352 |       8 | Accept |      5.8954 |       4.501 |   0.0074177 |     0.22296 |           18 |            5 |       netinv |       compet |
|  353 |       8 | Accept |      5.7121 |      1.6055 |   0.0074177 |     0.21189 |           14 |            1 |      softmax |       compet |
|  354 |       8 | Accept |      2.5903 |      13.621 |   0.0074177 |     0.25614 |           10 |           11 |       netinv |      softmax |
|  355 |       8 | Accept |      1.3097 |      11.992 |   0.0074177 |     0.18157 |            1 |            8 |       tribas |       tansig |
|  356 |       8 | Accept |      5.4208 |      3.6932 |   0.0074177 |      0.2576 |            2 |           23 |       compet |       netinv |
|  357 |       8 | Accept |        2738 |      10.941 |   0.0074177 |     0.17639 |            6 |           28 |       compet |       netinv |
|  358 |       8 | Accept |      6.0786 |        3.34 |   0.0074177 |     0.17619 |            1 |           20 |       compet |       netinv |
|  359 |       8 | Accept |       10816 |      8.1051 |   0.0074177 |      9.6329 |            3 |           35 |       compet |       netinv |
|  360 |       8 | Accept |      6.1932 |      2.2053 |   0.0074177 |      11.139 |           16 |            2 |       compet |       compet |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  361 |       8 | Accept |      353.55 |      1.3453 |   0.0074177 |      10.299 |            1 |           16 |       compet |       netinv |
|  362 |       8 | Accept |  3.0466e+06 |      5.0802 |   0.0074177 |       10113 |            3 |           24 |      softmax |       netinv |
|  363 |       8 | Accept |       5.979 |      8.6059 |   0.0074177 |     0.25527 |            1 |           32 |      softmax |       netinv |
|  364 |       8 | Accept |      4.0803 |      27.605 |   0.0074177 |     0.26957 |            5 |           30 |      softmax |       netinv |
|  365 |       8 | Accept |      6.3713 |      2.2583 |   0.0074177 |     0.26929 |            1 |           11 |       compet |       netinv |
|  366 |       8 | Accept |      6.2099 |      1.0839 |   0.0074177 |     0.26236 |            8 |            1 |      radbasn |       compet |
|  367 |       8 | Accept |      7.0934 |      2.7194 |   0.0074177 |       10098 |            8 |           11 |       tribas |       compet |
|  368 |       8 | Accept |      5.8458 |      5.7853 |   0.0074177 |       10027 |            1 |           30 |      softmax |       netinv |
|  369 |       8 | Accept |      5.3418 |      2.0943 |   0.0074177 |       10150 |           11 |            6 |       compet |       compet |
|  370 |       8 | Accept |      6.2367 |      5.2803 |   0.0074177 |      39.313 |           20 |            6 |      softmax |       compet |
|  371 |       8 | Accept |      5.9272 |      334.49 |   0.0074177 |     0.25152 |           30 |           15 |       tansig |       compet |
|  372 |       8 | Accept |      6.1937 |      6.1353 |   0.0074177 |      0.2516 |           17 |            9 |       logsig |       compet |
|  373 |       8 | Accept |      5.5788 |      17.417 |   0.0074177 |     0.25916 |            8 |           16 |    elliotsig |       compet |
|  374 |       8 | Accept |      4.8569 |       839.8 |   0.0074177 |       10034 |            2 |           18 |      softmax |       netinv |
|  375 |       8 | Accept |      4.6526 |        10.7 |   0.0074177 |       10155 |           12 |           14 |       compet |       netinv |
|  376 |       8 | Accept |      6.3459 |      2.0431 |   0.0074177 |       10157 |           19 |            1 |       netinv |      softmax |
|  377 |       8 | Accept |      5.8841 |      1.0636 |   0.0074177 |      49.504 |            1 |            6 |       tribas |       compet |
|  378 |       8 | Accept |    0.019148 |       26829 |   0.0074177 |     0.25809 |           25 |           17 |      radbasn |      softmax |
|  379 |       8 | Accept |      6.2356 |      1.7949 |   0.0074177 |       10135 |            1 |           15 |      radbasn |       compet |
|  380 |       8 | Accept |       5.493 |     0.93311 |   0.0074177 |       10137 |            2 |            2 |       tribas |       compet |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  381 |       8 | Accept |      5.9755 |      1.5221 |   0.0074177 |       10163 |           21 |            1 |       netinv |       tansig |
|  382 |       8 | Accept |      4.8491 |      1.2078 |   0.0074177 |       10004 |            1 |            1 |       netinv |    elliotsig |
|  383 |       8 | Accept |      6.0999 |      9.5911 |   0.0074177 |     0.24939 |           19 |            2 |    elliotsig |       compet |
|  384 |       8 | Accept |      6.2204 |      2.6269 |   0.0074177 |       10148 |            3 |           19 |       tribas |       compet |
|  385 |       8 | Accept |      6.0036 |      1.1153 |   0.0074177 |       10099 |            2 |            5 |       compet |       compet |
|  386 |       8 | Accept |     0.77521 |      110.42 |   0.0074177 |       10075 |            5 |           40 |      softmax |       netinv |
|  387 |       8 | Accept |      6.7297 |      1.8422 |   0.0074177 |       10048 |            6 |            9 |      radbasn |       compet |
|  388 |       8 | Accept |      6.7814 |     0.86598 |   0.0074177 |       10147 |            2 |            1 |      softmax |       compet |
|  389 |       8 | Accept |     0.15182 |      683.93 |   0.0074177 |       10170 |           14 |           28 |      softmax |       netinv |
|  390 |       8 | Accept |     0.21022 |      150.67 |   0.0074177 |      49.994 |            7 |           33 |      softmax |       netinv |
|  391 |       8 | Accept |    0.099493 |      9.7321 |   0.0074177 |       10174 |            2 |           11 |       tansig |       tribas |
|  392 |       8 | Accept |      6.1346 |     0.87319 |   0.0074177 |       10125 |            2 |            2 |       tansig |       compet |
|  393 |       8 | Accept |      6.6978 |      0.9276 |   0.0074177 |       10168 |            1 |            6 |       tansig |       compet |
|  394 |       8 | Accept |      6.0747 |      1.0122 |   0.0074177 |       10114 |            1 |            5 |      softmax |       compet |
|  395 |       8 | Accept |      6.0503 |     0.93612 |   0.0074177 |       10158 |            2 |            1 |       tansig |       compet |
|  396 |       8 | Accept |      6.0512 |     0.97385 |   0.0074177 |       10152 |            3 |            1 |       logsig |       compet |
|  397 |       8 | Accept |      6.3116 |     0.88524 |   0.0074177 |      49.952 |            1 |            2 |       compet |       compet |
