7e-08,5e-09,4.2e-07,5e-09,1e-07
7.0028e-08,3.25e-08,5.1333e-07,1e-08,1.3571e-07
7.0056e-08,1.875e-08,6.0667e-07,1.5e-08,1.7143e-07
7.0084e-08,4.625e-08,4.5111e-07,2e-08,2.0714e-07
7.0112e-08,1.1875e-08,5.4444e-07,2.5e-08,2.4286e-07
7.014e-08,3.9375e-08,6.3778e-07,6e-09,2.7857e-07
7.0168e-08,2.5625e-08,4.8222e-07,1.1e-08,3.1429e-07
7.0196e-08,5.3125e-08,5.7556e-07,1.6e-08,1.051e-07
7.0224e-08,8.4375e-09,6.6889e-07,2.1e-08,1.4082e-07
7.0252e-08,3.5938e-08,4.3037e-07,2.6e-08,1.7653e-07
7.028e-08,2.2188e-08,5.237e-07,7e-09,2.1224e-07
7.0308e-08,4.9688e-08,6.1704e-07,1.2e-08,2.4796e-07
7.0336e-08,1.5313e-08,4.6148e-07,1.7e-08,2.8367e-07
7.0364e-08,4.2813e-08,5.5481e-07,2.2e-08,3.1939e-07
7.0392e-08,2.9063e-08,6.4815e-07,2.7e-08,1.102e-07
7.042e-08,5.6563e-08,4.9259e-07,8e-09,1.4592e-07
7.0448e-08,6.7188e-09,5.8593e-07,1.3e-08,1.8163e-07
7.0476e-08,3.4219e-08,6.7926e-07,1.8e-08,2.1735e-07
7.0504e-08,2.0469e-08,4.4074e-07,2.3e-08,2.5306e-07
7.0532e-08,4.7969e-08,5.3407e-07,2.8e-08,2.8878e-07
7.056e-08,1.3594e-08,6.2741e-07,9e-09,3.2449e-07
7.0588e-08,4.1094e-08,4.7185e-07,1.4e-08,1.1531e-07
7.0616e-08,2.7344e-08,5.6519e-07,1.9e-08,1.5102e-07
7.0644e-08,5.4844e-08,6.5852e-07,2.4e-08,1.8673e-07
7.0672e-08,1.0156e-08,5.0296e-07,2.9e-08,2.2245e-07
7.07e-08,3.7656e-08,5.963e-07,5.2e-09,2.5816e-07
7.0728e-08,2.3906e-08,6.8963e-07,1.02e-08,2.9388e-07
7.0756e-08,5.1406e-08,4.2346e-07,1.52e-08,3.2959e-07
7.0784e-08,1.7031e-08,5.1679e-07,2.02e-08,1.2041e-07
7.0812e-08,4.4531e-08,6.1012e-07,2.52e-08,1.5612e-07
7.084e-08,3.0781e-08,4.5457e-07,6.2e-09,1.9184e-07
7.0868e-08,5.8281e-08,5.479e-07,1.12e-08,2.2755e-07
7.0896e-08,5.8594e-09,6.4123e-07,1.62e-08,2.6327e-07
7.0924e-08,3.3359e-08,4.8568e-07,2.12e-08,2.9898e-07
7.0952e-08,1.9609e-08,5.7901e-07,2.62e-08,3.3469e-07
7.098e-08,4.7109e-08,6.7235e-07,7.2e-09,1.2551e-07
7.1008e-08,1.2734e-08,4.3383e-07,1.22e-08,1.6122e-07
7.1036e-08,4.0234e-08,5.2716e-07,1.72e-08,1.9694e-07
7.1064e-08,2.6484e-08,6.2049e-07,2.22e-08,2.3265e-07
7.1092e-08,5.3984e-08,4.6494e-07,2.72e-08,2.6837e-07
7.112e-08,9.2969e-09,5.5827e-07,8.2e-09,3.0408e-07
7.1148e-08,3.6797e-08,6.516e-07,1.32e-08,3.398e-07
7.1176e-08,2.3047e-08,4.9605e-07,1.82e-08,1.3061e-07
7.1204e-08,5.0547e-08,5.8938e-07,2.32e-08,1.6633e-07
7.1232e-08,1.6172e-08,6.8272e-07,2.82e-08,2.0204e-07
7.126e-08,4.3672e-08,4.442e-07,9.2e-09,2.3776e-07
7.1288e-08,2.9922e-08,5.3753e-07,1.42e-08,2.7347e-07
7.1316e-08,5.7422e-08,6.3086e-07,1.92e-08,3.0918e-07
7.1344e-08,7.5781e-09,4.7531e-07,2.42e-08,3.449e-07
7.1372e-08,3.5078e-08,5.6864e-07,2.92e-08,1.0073e-07
7.14e-08,2.1328e-08,6.6198e-07,5.4e-09,1.3644e-07
7.1428e-08,4.8828e-08,5.0642e-07,1.04e-08,1.7216e-07
7.1456e-08,1.4453e-08,5.9975e-07,1.54e-08,2.0787e-07
7.1484e-08,4.1953e-08,6.9309e-07,2.04e-08,2.4359e-07
7.1512e-08,2.8203e-08,4.2691e-07,2.54e-08,2.793e-07
7.154e-08,5.5703e-08,5.2025e-07,6.4e-09,3.1501e-07
7.1568e-08,1.1016e-08,6.1358e-07,1.14e-08,1.0583e-07
7.1596e-08,3.8516e-08,4.5802e-07,1.64e-08,1.4155e-07
7.1624e-08,2.4766e-08,5.5136e-07,2.14e-08,1.7726e-07
7.1652e-08,5.2266e-08,6.4469e-07,2.64e-08,2.1297e-07
7.168e-08,1.7891e-08,4.8914e-07,7.4e-09,2.4869e-07
7.1708e-08,4.5391e-08,5.8247e-07,1.24e-08,2.844e-07
7.1736e-08,3.1641e-08,6.758e-07,1.74e-08,3.2012e-07
7.1764e-08,5.9141e-08,4.3728e-07,2.24e-08,1.1093e-07
7.1792e-08,5.4297e-09,5.3062e-07,2.74e-08,1.4665e-07
7.182e-08,3.293e-08,6.2395e-07,8.4e-09,1.8236e-07
7.1848e-08,1.918e-08,4.684e-07,1.34e-08,2.1808e-07
7.1876e-08,4.668e-08,5.6173e-07,1.84e-08,2.5379e-07
7.1904e-08,1.2305e-08,6.5506e-07,2.34e-08,2.895e-07
7.1932e-08,3.9805e-08,4.9951e-07,2.84e-08,3.2522e-07
7.196e-08,2.6055e-08,5.9284e-07,9.4e-09,1.1603e-07
7.1988e-08,5.3555e-08,6.8617e-07,1.44e-08,1.5175e-07
7.2016e-08,8.8672e-09,4.4765e-07,1.94e-08,1.8746e-07
7.2044e-08,3.6367e-08,5.4099e-07,2.44e-08,2.2318e-07
7.2072e-08,2.2617e-08,6.3432e-07,2.94e-08,2.5889e-07
7.21e-08,5.0117e-08,4.7877e-07,5.6e-09,2.9461e-07
7.2128e-08,1.5742e-08,5.721e-07,1.06e-08,3.3032e-07
7.2156e-08,4.3242e-08,6.6543e-07,1.56e-08,1.2114e-07
7.2184e-08,2.9492e-08,5.0988e-07,2.06e-08,1.5685e-07
7.2212e-08,5.6992e-08,6.0321e-07,2.56e-08,1.9257e-07
7.224e-08,7.1484e-09,6.9654e-07,6.6e-09,2.2828e-07
7.2268e-08,3.4648e-08,4.2115e-07,1.16e-08,2.6399e-07
7.2296e-08,2.0898e-08,5.1449e-07,1.66e-08,2.9971e-07
7.2324e-08,4.8398e-08,6.0782e-07,2.16e-08,3.3542e-07
7.2352e-08,1.4023e-08,4.5226e-07,2.66e-08,1.2624e-07
7.238e-08,4.1523e-08,5.456e-07,7.6e-09,1.6195e-07
7.2408e-08,2.7773e-08,6.3893e-07,1.26e-08,1.9767e-07
7.2436e-08,5.5273e-08,4.8337e-07,1.76e-08,2.3338e-07
7.2464e-08,1.0586e-08,5.7671e-07,2.26e-08,2.691e-07
7.2492e-08,3.8086e-08,6.7004e-07,2.76e-08,3.0481e-07
7.252e-08,2.4336e-08,4.3152e-07,8.6e-09,3.4052e-07
7.2548e-08,5.1836e-08,5.2486e-07,1.36e-08,1.3134e-07
7.2576e-08,1.7461e-08,6.1819e-07,1.86e-08,1.6706e-07
7.2604e-08,4.4961e-08,4.6263e-07,2.36e-08,2.0277e-07
7.2632e-08,3.1211e-08,5.5597e-07,2.86e-08,2.3848e-07
7.266e-08,5.8711e-08,6.493e-07,9.6e-09,2.742e-07
7.2688e-08,6.2891e-09,4.9374e-07,1.46e-08,3.0991e-07
7.2716e-08,3.3789e-08,5.8708e-07,1.96e-08,3.4563e-07
7.2744e-08,2.0039e-08,6.8041e-07,2.46e-08,1.0146e-07
7.2772e-08,4.7539e-08,4.4189e-07,2.96e-08,1.3717e-07
7.28e-08,1.3164e-08,5.3523e-07,5.8e-09,1.7289e-07
7.2828e-08,4.0664e-08,6.2856e-07,1.08e-08,2.086e-07
7.2856e-08,2.6914e-08,4.73e-07,1.58e-08,2.4431e-07
7.2884e-08,5.4414e-08,5.6634e-07,2.08e-08,2.8003e-07
7.2912e-08,9.7266e-09,6.5967e-07,2.58e-08,3.1574e-07
7.294e-08,3.7227e-08,5.0412e-07,6.8e-09,1.0656e-07
7.2968e-08,2.3477e-08,5.9745e-07,1.18e-08,1.4227e-07
7.2996e-08,5.0977e-08,6.9078e-07,1.68e-08,1.7799e-07
7.3024e-08,1.6602e-08,4.2461e-07,2.18e-08,2.137e-07
7.3052e-08,4.4102e-08,5.1794e-07,2.68e-08,2.4942e-07
7.308e-08,3.0352e-08,6.1128e-07,7.8e-09,2.8513e-07
7.3108e-08,5.7852e-08,4.5572e-07,1.28e-08,3.2085e-07
7.3136e-08,8.0078e-09,5.4905e-07,1.78e-08,1.1166e-07
7.3164e-08,3.5508e-08,6.4239e-07,2.28e-08,1.4738e-07
7.3192e-08,2.1758e-08,4.8683e-07,2.78e-08,1.8309e-07
7.322e-08,4.9258e-08,5.8016e-07,8.8e-09,2.188e-07
7.3248e-08,1.4883e-08,6.735e-07,1.38e-08,2.5452e-07
7.3276e-08,4.2383e-08,4.3498e-07,1.88e-08,2.9023e-07
7.3304e-08,2.8633e-08,5.2831e-07,2.38e-08,3.2595e-07
7.3332e-08,5.6133e-08,6.2165e-07,2.88e-08,1.1676e-07
7.336e-08,1.1445e-08,4.6609e-07,9.8e-09,1.5248e-07
7.3388e-08,3.8945e-08,5.5942e-07,1.48e-08,1.8819e-07
7.3416e-08,2.5195e-08,6.5276e-07,1.98e-08,2.2391e-07
7.3444e-08,5.2695e-08,4.972e-07,2.48e-08,2.5962e-07
7.3472e-08,1.832e-08,5.9053e-07,2.98e-08,2.9534e-07
7.35e-08,4.582e-08,6.8387e-07,5.04e-09,3.3105e-07
7.3528e-08,3.207e-08,4.4535e-07,1.004e-08,1.2187e-07
7.3556e-08,5.957e-08,5.3868e-07,1.504e-08,1.5758e-07
7.3584e-08,5.2148e-09,6.3202e-07,2.004e-08,1.9329e-07
7.3612e-08,3.2715e-08,4.7646e-07,2.504e-08,2.2901e-07
7.364e-08,1.8965e-08,5.6979e-07,6.04e-09,2.6472e-07
7.3668e-08,4.6465e-08,6.6313e-07,1.104e-08,3.0044e-07
7.3696e-08,1.209e-08,5.0757e-07,1.604e-08,3.3615e-07
7.3724e-08,3.959e-08,6.0091e-07,2.104e-08,1.2697e-07
7.3752e-08,2.584e-08,6.9424e-07,2.604e-08,1.6268e-07
7.378e-08,5.334e-08,4.2807e-07,7.04e-09,1.984e-07
7.3808e-08,8.6523e-09,5.214e-07,1.204e-08,2.3411e-07
7.3836e-08,3.6152e-08,6.1473e-07,1.704e-08,2.6983e-07
7.3864e-08,2.2402e-08,4.5918e-07,2.204e-08,3.0554e-07
7.3892e-08,4.9902e-08,5.5251e-07,2.704e-08,3.4125e-07
7.392e-08,1.5527e-08,6.4584e-07,8.04e-09,1.3207e-07
7.3948e-08,4.3027e-08,4.9029e-07,1.304e-08,1.6778e-07
7.3976e-08,2.9277e-08,5.8362e-07,1.804e-08,2.035e-07
7.4004e-08,5.6777e-08,6.7695e-07,2.304e-08,2.3921e-07
7.4032e-08,6.9336e-09,4.3844e-07,2.804e-08,2.7493e-07
7.406e-08,3.4434e-08,5.3177e-07,9.04e-09,3.1064e-07
7.4088e-08,2.0684e-08,6.251e-07,1.404e-08,3.4636e-07
7.4116e-08,4.8184e-08,4.6955e-07,1.904e-08,1.0219e-07
7.4144e-08,1.3809e-08,5.6288e-07,2.404e-08,1.379e-07
7.4172e-08,4.1309e-08,6.5621e-07,2.904e-08,1.7362e-07
7.42e-08,2.7559e-08,5.0066e-07,5.24e-09,2.0933e-07
7.4228e-08,5.5059e-08,5.9399e-07,1.024e-08,2.4504e-07
7.4256e-08,1.0371e-08,6.8733e-07,1.524e-08,2.8076e-07
7.4284e-08,3.7871e-08,4.4881e-07,2.024e-08,3.1647e-07
