21.089,8.7542,-4.8508,-1.7896,-2.3134,0.59441,0.829
21.456,8.242,-4.8794,-1.8002,-2.9833,0.49627,1.1781
22.439,7.7128,-3.0024,-1.6803,-2.9581,0.62083,0.73431
20.726,8.076,-5.2865,-2.046,-3.366,0.52834,0.99667
21.888,7.6551,-4.8894,-1.8284,-3.1379,0.90925,0.24731
20.762,7.4263,-2.3696,-1.4021,-2.3754,0.42103,1.3612
21.356,7.8252,-5.0132,-1.8749,-3.0126,0.56651,1.12
21.706,8.2835,-3.6905,-1.7751,-3.2075,0.53583,1.0068
21.072,7.682,-2.4135,-1.4676,-2.6911,1.0977,-0.50302
20.61,8.2636,-5.3809,-2.1151,-3.4243,0.54846,0.88343
21.245,7.7289,-4.7167,-1.7024,-2.7303,0.44556,1.28
21.515,7.4932,-2.8229,-1.6216,-2.9002,0.53431,1.0841
21.529,7.9148,-5.1707,-1.9749,-3.1409,0.7428,0.64883
21.811,7.5862,-4.7399,-1.8482,-3.3264,0.59376,0.91841
21.982,8.1184,-2.6739,-1.6236,-3.0168,0.7226,0.68579
20.407,8.2464,-4.8794,-1.7901,-2.8759,0.54832,1.3429
21.842,7.6252,-3.2712,-1.6634,-2.8115,1.0182,-0.18528
21.725,7.3085,-2.4171,-1.4604,-2.8344,0.63421,0.81104
21.059,8.055,-5.2984,-2.06,-3.2833,0.70436,0.71139
21.524,7.7316,-5.0283,-1.9076,-3.4001,0.56961,0.88992
22.445,7.3059,-2.581,-1.5113,-2.5472,0.60619,0.90931
21.078,8.5225,-5.1238,-1.9422,-3.1825,0.59119,1.1084
22.219,7.857,-4.0964,-1.8032,-3.2089,0.6667,0.86777
21.486,7.4435,-2.6128,-1.5931,-3.0425,0.60639,0.81493
21.238,7.781,-5.0329,-1.8973,-3.1231,1.0146,0.069594
20.47,7.569,-2.8407,-1.4901,-2.4537,0.49175,1.4465
21.816,7.4175,-2.1732,-1.2842,-2.4472,0.66414,1.0212
20.147,7.9808,-5.2907,-2.0622,-3.2585,0.50792,1.1173
22.096,8.2629,-5.0137,-1.8912,-3.198,0.69975,0.61001
21.808,7.8091,-3.0585,-1.7368,-3.1855,0.66919,0.86273
19.695,8.1696,-4.9245,-1.8146,-2.7052,0.36568,1.4358
21.233,7.7172,-4.7932,-1.7639,-3.0763,0.51778,1.158
20.768,7.301,-2.5664,-1.5426,-2.6896,1.0844,-0.85152
21.45,7.8341,-5.1662,-1.9731,-3.3231,0.59432,0.91462
22.204,7.4027,-3.6372,-1.8022,-3.2212,0.67857,0.57513
20.941,8.1065,-2.1657,-1.3002,-2.3534,0.53112,1.2843
21.247,8.3387,-5.158,-1.9754,-2.9735,0.6962,0.73496
21.628,7.7633,-4.9706,-1.8678,-3.248,0.61589,0.99242
22.056,7.4719,-2.913,-1.6987,-3.078,0.6592,0.72353
20.789,7.9271,-5.2941,-2.049,-3.4575,0.5171,0.93322
22.594,7.6189,-4.2248,-1.6536,-2.6948,0.64321,0.78844
21.826,7.3861,-2.5047,-1.517,-2.7697,0.66537,1.0029
21.837,8.2985,-5.1013,-1.9363,-3.2433,0.55448,0.80865
21.75,7.7905,-3.4058,-1.7882,-3.2764,0.58041,0.89639
21.564,7.2242,-2.4217,-1.4605,-2.8234,0.90356,0.20677
19.997,8.0686,-5.0835,-1.9192,-2.9656,0.47645,1.3061
21.885,7.7271,-4.8962,-1.8269,-3.163,0.50508,0.97792
21.559,7.4666,-2.8031,-1.6654,-3.0803,0.54866,0.90096
20.549,7.7413,-5.1024,-1.9329,-3.0762,1.0876,-0.34893
21.929,8.187,-4.0209,-1.8449,-3.3527,0.58038,0.80967
21.198,7.9987,-2.1213,-1.2739,-2.1422,0.54554,1.3496
21.018,7.98,-4.9136,-1.8185,-3.0224,0.596,1.2166
22.397,7.5617,-3.0979,-1.6912,-2.9506,0.73234,0.56309
21.476,7.4041,-2.3809,-1.4117,-2.8706,0.61526,0.7883
20.724,8.0611,-5.3778,-2.1161,-3.387,0.57761,0.80598
20.246,7.7651,-4.71,-1.6939,-2.741,0.43165,1.4015
22.518,8.1788,-2.8068,-1.5959,-2.7169,0.73374,0.54544
21.025,8.3837,-5.2154,-2.0003,-3.2659,0.54197,1.0369
22.118,7.7184,-4.9031,-1.8501,-3.2741,0.59026,0.76672
21.483,7.423,-2.7341,-1.6556,-3.1191,0.57935,0.79612
21.144,7.8448,-4.8539,-1.7753,-2.7387,0.51451,1.2339
21.684,7.5966,-3.4243,-1.7133,-3.0494,0.54935,1.0898
21.869,7.4123,-2.429,-1.4719,-2.827,0.6088,0.8016
20.416,8.5992,-5.3478,-2.0886,-3.4207,0.53033,0.99856
20.334,7.9055,-4.8962,-1.8241,-3.0476,1.1182,-0.95086
21.563,7.6727,-2.6092,-1.5142,-2.6115,0.6211,1.2195
21.449,7.9925,-5.1124,-1.937,-3.0853,0.60545,0.91508
21.706,7.6854,-4.2958,-1.823,-3.288,0.5366,0.95706
21.693,7.3258,-2.5402,-1.5462,-2.8021,1.0063,0.091772
21.384,7.7518,-5.1593,-1.9731,-3.4046,0.57048,0.87757
21.941,8.1842,-3.1004,-1.628,-2.8055,0.5318,1.1348
21.418,7.6917,-2.3197,-1.3854,-2.7329,0.61995,0.97444
20.661,8.1608,-5.1864,-1.9877,-3.082,0.99862,-0.064372
21.736,7.7117,-4.9747,-1.8796,-3.3366,0.61515,0.87603
21.934,7.3982,-2.7875,-1.6682,-3.0421,0.7619,0.57128
19.451,7.8859,-4.8182,-1.7458,-2.6659,0.38776,1.4857
22.432,7.5047,-3.6618,-1.692,-2.8816,0.60934,0.91183
21.724,8.0817,-2.4569,-1.4937,-2.8167,0.67847,0.94297
21.762,8.006,-5.0768,-1.9264,-3.3032,0.55846,0.85816
21.524,7.6147,-3.1839,-1.7709,-3.2686,0.55542,0.86283
22.251,7.1797,-1.9514,-1.1229,-2.0169,0.7172,0.66266
20.159,8.1426,-5.2097,-2.0142,-3.0837,0.46746,1.1866
21.992,7.7525,-5,-1.8805,-3.1697,0.64021,0.81956
21.744,7.4049,-3.0804,-1.7363,-3.1812,0.60786,0.89238
21.138,8.4138,-5.2464,-2.0239,-3.2279,0.84634,0.37181
21.087,7.9265,-4.6615,-1.6784,-2.8146,0.56456,1.316
22.005,7.4796,-2.6008,-1.5578,-2.7844,0.57514,0.96108
20.928,7.8809,-5.1475,-1.959,-3.3022,0.58484,1.0441
21.91,7.5947,-3.6164,-1.7513,-3.0426,0.98996,0.15391
21.662,7.4457,-2.546,-1.5515,-3.0012,0.66778,0.71739
20.222,7.9287,-5.0846,-1.9284,-2.8744,0.41777,1.2626
21.406,8.1964,-4.9281,-1.8386,-3.1713,0.56994,1.0937
22.319,7.7063,-2.8921,-1.6751,-2.978,0.70496,0.55572
20.878,8.0192,-5.2725,-2.0359,-3.3982,0.56676,0.95349
21.846,7.6901,-4.7055,-1.8711,-3.3689,0.55538,0.77419
21.084,7.4666,-2.4268,-1.4619,-2.6243,0.6217,1.1818
21.006,7.7635,-4.9706,-1.8528,-2.9391,1.0505,-0.35146
22.037,7.387,-3.4222,-1.7731,-3.204,0.58999,0.8747
21.843,8.0819,-2.438,-1.474,-2.8456,0.80625,0.44498
20.606,8.3848,-5.3595,-2.0943,-3.4523,0.58936,0.93395
21.629,7.851,-4.5901,-1.6276,-2.5337,0.54137,1.2602
21.586,7.4988,-2.6486,-1.5573,-2.7606,0.63753,1.1208
21.326,7.9216,-5.1451,-1.9576,-3.1954,0.62255,0.97104
21.617,7.641,-4.0737,-1.8187,-3.2989,0.63122,0.96148
21.12,7.3139,-2.4981,-1.522,-2.7648,1.1027,-0.30314
20.532,8.51,-4.7825,-1.733,-2.7556,0.50602,1.3782
