Copying objective function to workers...
Done copying objective function to workers.
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  195 |       8 | Accept |     0.03053 |      1306.2 |  0.00025852 |     -2.4464 |            3 |           21 |       radbas |       logsig |
|  196 |       8 | Accept |     0.10219 |      127.97 |  0.00025852 |     -2.4313 |            1 |            3 |       netinv |      radbasn |
|  197 |       8 | Accept |     0.33929 |       1.083 |  0.00025852 |     -2.4159 |            5 |            2 |       tribas |       netinv |
|  198 |       8 | Accept |     0.19664 |      2.6781 |  0.00025852 |     -2.4112 |            3 |           12 |       tribas |       netinv |
|  199 |       8 | Accept |     0.19684 |      3.7596 |  0.00025852 |      -2.412 |            3 |           21 |       tribas |       netinv |
|  200 |       8 | Accept |     0.18589 |      32.374 |  0.00025852 |     -2.4114 |            4 |           33 |       tribas |       netinv |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  201 |       8 | Accept |      0.1195 |      13.325 |  0.00025852 |      -2.424 |            5 |            6 |       tribas |       netinv |
|  202 |       8 | Accept |     0.32353 |      7.2286 |  0.00025852 |     -2.4369 |            1 |           26 |       tribas |       netinv |
|  203 |       8 | Accept |    0.041386 |      12.124 |  0.00025852 |      -2.422 |            3 |            4 |       tribas |       radbas |
|  204 |       8 | Accept |    0.052332 |      28.226 |  0.00025852 |     -2.4148 |            2 |           19 |       tribas |       radbas |
|  205 |       8 | Accept |   0.0058667 |      666.28 |  0.00025852 |     -2.4078 |            4 |           37 |       tribas |       radbas |
|  206 |       8 | Accept |    0.025955 |      19.549 |  0.00025852 |     -2.4167 |            3 |           11 |       tribas |       radbas |
|  207 |       8 | Accept |     0.33867 |     0.79652 |  0.00025852 |     -2.4016 |            4 |            1 |       tribas |      radbasn |
|  208 |       8 | Accept |    0.054086 |      9.7565 |  0.00025852 |     -2.3959 |            2 |           13 |       tribas |      radbasn |
|  209 |       8 | Accept |    0.024308 |      11.964 |  0.00025852 |     -2.4036 |            6 |            4 |       tribas |      radbasn |
|  210 |       8 | Accept |    0.025489 |      72.727 |  0.00025852 |     -2.4036 |            3 |           25 |       tribas |      radbasn |
|  211 |       8 | Accept |     0.32565 |     0.89542 |  0.00025852 |     -2.3886 |            1 |            2 |      softmax |      radbasn |
|  212 |       8 | Accept |    0.049452 |      53.122 |  0.00025852 |      -2.384 |            3 |           12 |      softmax |      radbasn |
|  213 |       8 | Accept |     0.33377 |     0.77672 |  0.00025852 |     -2.3689 |            4 |            1 |       tribas |      softmax |
|  214 |       8 | Accept |   0.0099365 |      60.148 |  0.00025852 |     -2.3649 |            4 |           10 |       tribas |      softmax |
|  215 |       8 | Accept |    0.029157 |      4.8404 |  0.00025852 |     -2.3741 |            5 |            4 |       tribas |      softmax |
|  216 |       8 | Accept |    0.054933 |      29.993 |  0.00025852 |     -2.3827 |            3 |            5 |      softmax |      radbasn |
|  217 |       8 | Accept |     0.13981 |      8.0167 |  0.00025852 |     -2.3679 |            9 |            1 |       tribas |       tribas |
|  218 |       8 | Accept |   0.0013964 |      164.72 |  0.00025852 |     -2.3618 |           13 |           14 |       tribas |       tribas |
|  219 |       8 | Accept |    0.042337 |       16.94 |  0.00025852 |     -2.3468 |            4 |            3 |      softmax |       radbas |
|  220 |       8 | Accept |      0.0268 |      227.13 |  0.00025852 |      -2.339 |            4 |           19 |      softmax |       radbas |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  221 |       8 | Accept |    0.021232 |      12.971 |  0.00025852 |      -2.324 |            5 |            4 |      softmax |       tribas |
|  222 |       8 | Accept |   0.0065239 |      105.25 |  0.00025852 |     -2.3178 |            5 |           17 |      softmax |       tribas |
|  223 |       8 | Accept |    0.067154 |       8.687 |  0.00025852 |     -2.3026 |            4 |            2 |      radbasn |       tribas |
|  224 |       8 | Accept |    0.085816 |       15.99 |  0.00025852 |     -2.2964 |            2 |           15 |      radbasn |       tribas |
|  225 |       8 | Accept |    0.035139 |      82.551 |  0.00025852 |     -2.2938 |            3 |           27 |      radbasn |       tribas |
|  226 |       8 | Accept |   0.0041646 |      44.579 |  0.00025852 |     -2.3056 |            6 |            9 |      radbasn |       tribas |
|  227 |       8 | Accept |     0.11854 |      12.019 |  0.00025852 |     -2.2905 |            2 |            2 |      radbasn |      softmax |
|  228 |       8 | Accept |    0.099037 |      62.399 |  0.00025852 |      -2.285 |            2 |           14 |      radbasn |      softmax |
|  229 |       8 | Accept |     0.32714 |     0.85238 |  0.00025852 |     -2.2698 |            1 |            4 |      radbasn |      radbasn |
|  230 |       8 | Accept |    0.094195 |      246.89 |  0.00025852 |     -2.2655 |            2 |           14 |      radbasn |      radbasn |
|  231 |       8 | Accept |     0.10862 |      8.7639 |  0.00025852 |     -2.2728 |            2 |            2 |      radbasn |      radbasn |
|  232 |       8 | Accept |    0.041116 |      8.3113 |  0.00025852 |     -2.2578 |            3 |            4 |       radbas |       tribas |
|  233 |       8 | Accept |    0.095139 |      16.146 |  0.00025852 |     -2.2517 |            1 |           17 |       radbas |       tribas |
|  234 |       8 | Accept |   0.0027152 |      211.39 |  0.00025852 |     -2.2474 |            5 |           31 |       radbas |       tribas |
|  235 |       8 | Accept |     0.31694 |      17.201 |  0.00025852 |     -2.2591 |            1 |           11 |       radbas |       tribas |
|  236 |       8 | Accept |    0.076458 |      8.7308 |  0.00025852 |     -2.2442 |            2 |            3 |       radbas |      softmax |
|  237 |       8 | Accept |    0.025207 |      202.17 |  0.00025852 |     -2.2375 |            3 |           17 |       radbas |      softmax |
|  238 |       8 | Accept |    0.036988 |      29.602 |  0.00025852 |     -2.2225 |            3 |            4 |       radbas |      radbasn |
|  239 |       8 | Accept |  0.00070923 |        1147 |  0.00025852 |     -2.2141 |            6 |           21 |       radbas |      radbasn |
|  240 |       8 | Accept |     0.16674 |      3.0575 |  0.00025852 |     -2.1991 |            3 |            3 |       netinv |       tribas |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  241 |       8 | Accept |     0.12103 |       9.276 |  0.00025852 |      -2.195 |            3 |           13 |       netinv |       tribas |
|  242 |       8 | Accept |     0.32701 |      5.9778 |  0.00025852 |     -2.1931 |            4 |           25 |       netinv |       tribas |
|  243 |       8 | Accept |    0.068761 |       165.7 |  0.00025852 |     -2.1904 |            6 |           38 |       netinv |       tribas |
|  244 |       8 | Accept |     0.06385 |      7.8706 |  0.00025852 |     -2.2046 |            3 |            8 |       netinv |       tribas |
|  245 |       8 | Accept |     0.32276 |      1.0429 |  0.00025852 |     -2.1898 |            7 |            2 |       netinv |      softmax |
|  246 |       8 | Accept |     0.24732 |      2.8491 |  0.00025852 |     -2.1864 |            8 |           11 |       netinv |      softmax |
|  247 |       8 | Accept |     0.31923 |      6.3473 |  0.00025852 |     -2.1877 |            7 |           20 |       netinv |      softmax |
|  248 |       8 | Accept |     0.15352 |      6.3952 |  0.00025852 |     -2.2025 |            7 |            7 |       netinv |      softmax |
|  249 |       8 | Accept |    0.084122 |      153.61 |  0.00025852 |     -2.2024 |            8 |           32 |       netinv |      softmax |
|  250 |       8 | Accept |     0.18451 |      16.074 |  0.00025852 |     -2.2195 |            3 |           19 |       netinv |       tribas |
|  251 |       8 | Accept |     0.28956 |       26.21 |  0.00025852 |     -2.2051 |            6 |            3 |       compet |       logsig |
|  252 |       8 | Accept |     0.24921 |      2597.6 |  0.00025852 |     -2.1969 |            7 |           20 |       compet |       logsig |
|  253 |       8 | Accept |     0.33429 |     0.78183 |  0.00025852 |     -2.1824 |            2 |            1 |    elliotsig |      softmax |
|  254 |       8 | Accept |    0.005736 |      606.62 |  0.00025852 |     -2.1785 |            4 |           11 |    elliotsig |      softmax |
|  255 |       8 | Accept |     0.33035 |     0.74938 |  0.00025852 |      -2.164 |            2 |            1 |       compet |      softmax |
|  256 |       8 | Accept |     0.32341 |      1.2105 |  0.00025852 |     -2.1632 |            1 |            6 |       compet |      softmax |
|  257 |       8 | Accept |     0.32367 |      5.7146 |  0.00025852 |     -2.1662 |            2 |           15 |       compet |      softmax |
|  258 |       8 | Accept |     0.22866 |       32.01 |  0.00025852 |      -2.169 |            5 |           24 |       compet |      softmax |
|  259 |       8 | Accept |       0.258 |      12.322 |  0.00025852 |     -2.1867 |            6 |           10 |       compet |      softmax |
|  260 |       8 | Accept |     0.29721 |      188.21 |  0.00025852 |     -2.1726 |            3 |            4 |       compet |       tribas |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  261 |       8 | Accept |     0.10513 |      4.8411 |  0.00025852 |     -2.1585 |            3 |            2 |       tansig |      softmax |
|  262 |       8 | Accept |    0.054436 |      62.696 |  0.00025852 |     -2.1541 |            2 |           13 |       tansig |      softmax |
|  263 |       8 | Accept |     0.24306 |      2.5714 |  0.00025852 |     -2.1734 |            2 |           16 |       tribas |       netinv |
|  264 |       8 | Accept |     0.32612 |       9.266 |  0.00025852 |     -2.1704 |            1 |           39 |       compet |      softmax |
|  265 |       8 | Accept |      0.2851 |      26.202 |  0.00025852 |     -2.1823 |            2 |           33 |       compet |      softmax |
|  266 |       8 | Accept |     0.32574 |     0.79424 |  0.00025852 |     -2.1685 |            5 |            1 |       logsig |      softmax |
|  267 |       8 | Accept |   0.0030992 |      297.39 |  0.00025852 |     -2.1647 |            6 |           11 |       logsig |      softmax |
|  268 |       8 | Accept |    0.054091 |       89.95 |  0.00025852 |     -2.1742 |            6 |            3 |       logsig |      softmax |
|  269 |       8 | Accept |     0.32132 |     0.75178 |  0.00025852 |     -2.1605 |            1 |            1 |       compet |      radbasn |
|  270 |       8 | Accept |     0.33732 |      2.0104 |  0.00025852 |     -2.1581 |            1 |            9 |       compet |      radbasn |
|  271 |       8 | Accept |     0.32783 |      9.1454 |  0.00025852 |     -2.1607 |            1 |           17 |       compet |      radbasn |
|  272 |       8 | Accept |     0.31621 |      6.0836 |  0.00025852 |      -2.175 |            2 |            5 |       compet |      radbasn |
|  273 |       8 | Accept |     0.30476 |      43.412 |  0.00025852 |     -2.1753 |            2 |           29 |       compet |      radbasn |
|  274 |       8 | Accept |    0.081382 |      12.686 |  0.00025852 |     -2.1618 |            2 |            3 |       tansig |      radbasn |
|  275 |       8 | Accept |   0.0058774 |      141.57 |  0.00025852 |     -2.1563 |            4 |           16 |       tansig |      radbasn |
|  276 |       8 | Accept |     0.11529 |      24.747 |  0.00025852 |     -2.1429 |           13 |            1 |       logsig |       tribas |
|  277 |       8 | Accept |  0.00058125 |      1064.1 |  0.00025852 |     -2.1346 |           13 |           19 |       logsig |       tribas |
|  278 |       8 | Accept |     0.10426 |      16.627 |  0.00025852 |     -2.1212 |           15 |            1 |       tansig |       tribas |
|  279 |       8 | Accept |  0.00066106 |      529.84 |  0.00025852 |     -2.1145 |           15 |           16 |       tansig |       tribas |
|  280 |       8 | Accept |     0.32892 |      3.9992 |  0.00025852 |     -2.1012 |           38 |            1 |       compet |       compet |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  281 |       8 | Accept |     0.25978 |      56.791 |  0.00025852 |     -2.0976 |           38 |           11 |       compet |       compet |
|  282 |       8 | Accept |      0.3257 |       5.728 |  0.00025852 |     -2.0843 |           39 |            2 |       tansig |       compet |
|  283 |       8 | Accept |     0.33005 |      82.511 |  0.00025852 |     -2.0801 |           39 |           13 |       tansig |       compet |
|  284 |       8 | Accept |    0.055911 |      940.09 |  0.00025852 |     -2.0669 |           38 |            2 |       tansig |       tansig |
|  285 |       8 | Accept |     0.18002 |      248.66 |  0.00025852 |     -2.0537 |           37 |            3 |       compet |    elliotsig |
|  286 |       8 | Accept |     0.33857 |      4.4263 |  0.00025852 |     -2.0405 |           38 |            2 |       logsig |       compet |
|  287 |       8 | Accept |     0.32954 |      55.943 |  0.00025852 |     -2.0371 |           38 |           12 |       logsig |       compet |
|  288 |       8 | Accept |     0.11319 |      13.455 |  0.00025852 |      -2.024 |            3 |            2 |       logsig |      radbasn |
|  289 |       8 | Accept |   0.0013631 |      798.33 |  0.00025852 |     -2.0194 |            5 |           14 |       logsig |      radbasn |
|  290 |       8 | Accept |   0.0053218 |      7379.2 |  0.00025852 |     -2.0064 |            4 |           39 |       logsig |       logsig |
|  291 |       8 | Accept |    0.063656 |      28.081 |  0.00025852 |      -2.017 |            2 |            4 |    elliotsig |      softmax |
|  292 |       8 | Accept |     0.11718 |      999.93 |  0.00025852 |     -2.0041 |           35 |            1 |      radbasn |       logsig |
|  293 |       8 | Accept |      2.3002 |      4.7236 |  0.00025852 |     -1.9912 |            1 |           34 |       compet |       netinv |
|  294 |       8 | Accept |      0.2948 |      7.3514 |  0.00025852 |      -1.988 |            3 |           24 |       compet |       netinv |
|  295 |       8 | Accept |     0.28619 |      42.057 |  0.00025852 |     -1.9922 |            4 |           40 |       compet |       netinv |
|  296 |       8 | Accept |     0.28553 |      3.3693 |  0.00025852 |     -1.9923 |            3 |           13 |       compet |       netinv |
|  297 |       8 | Accept |     0.33023 |      1.5029 |  0.00025852 |      -1.995 |            2 |            5 |       compet |       netinv |
|  298 |       8 | Accept |     0.30135 |      95.763 |  0.00025852 |     -2.0035 |            4 |            1 |       compet |       netinv |
|  299 |       8 | Accept |     0.94807 |      1.9605 |  0.00025852 |     -2.0212 |            1 |           18 |       compet |       netinv |
|  300 |       8 | Accept |     0.33608 |      1.0839 |  0.00025852 |     -2.0086 |            1 |            4 |       compet |       radbas |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  301 |       8 | Accept |     0.27918 |      10.687 |  0.00025852 |     -1.9842 |            2 |           14 |       compet |       radbas |
|  302 |       8 | Accept |      0.3265 |      2.9849 |  0.00025852 |     -1.9986 |            1 |            8 |       compet |       radbas |
|  303 |       8 | Accept |     0.26438 |      3.1568 |  0.00025852 |     -1.9902 |            6 |            1 |       compet |       radbas |
|  304 |       8 | Accept |     0.33716 |      20.585 |  0.00025852 |     -1.9752 |            1 |           25 |       compet |       radbas |
|  305 |       8 | Accept |     0.29533 |      172.36 |  0.00025852 |     -1.9544 |            2 |           40 |       compet |       radbas |
|  306 |       8 | Accept |     0.32571 |     0.67028 |  0.00025852 |     -2.0083 |            2 |            1 |       tribas |       compet |
|  307 |       8 | Accept |     0.31087 |      3.2439 |  0.00025852 |     -1.9806 |            2 |            1 |       compet |       tansig |
|  308 |       8 | Accept |     0.33504 |      372.03 |  0.00025852 |     0.17739 |            2 |           10 |       compet |       tansig |
|  309 |       8 | Best   |  0.00023607 |       69810 |  0.00023607 |     -1.8869 |           34 |           39 |       tansig |       radbas |
|  310 |       8 | Accept |     0.00589 |      20.078 |  0.00023607 |     -2.2729 |            7 |            5 |       tribas |       logsig |
|  311 |       8 | Accept |   0.0006061 |      1920.4 |  0.00023607 |     -1.8695 |           10 |           23 |       tribas |       logsig |
|  312 |       8 | Accept |  0.00025121 |       79162 |  0.00023607 |     -1.8986 |           25 |           40 |       logsig |       radbas |
|  313 |       8 | Accept |     0.31626 |      4.5598 |  0.00023607 |     -1.7944 |            1 |           28 |       compet |       netinv |
|  314 |       8 | Accept |    0.099021 |      4.0974 |  0.00023607 |     -1.8573 |            1 |            8 |       tribas |      radbasn |
|  315 |       8 | Accept |   0.0063928 |      2756.9 |  0.00023607 |     0.17676 |           39 |            4 |       tansig |    elliotsig |
|  316 |       8 | Accept |  0.00027159 |  1.2127e+05 |  0.00023607 |     -1.8681 |           37 |           30 |      softmax |      softmax |
|  317 |       8 | Accept |  0.00086963 |      9707.8 |  0.00023607 |     -1.7558 |           38 |            5 |       logsig |       tansig |
|  318 |       8 | Accept |     0.33195 |      4.0711 |  0.00023607 |     -1.7956 |            1 |           24 |      softmax |       compet |
|  319 |       8 | Accept |     0.10778 |      3.7651 |  0.00023607 |      -1.844 |            6 |            1 |       tribas |       logsig |
|  320 |       8 | Accept |     0.33015 |      1.1339 |  0.00023607 |     -1.7488 |            1 |            3 |      softmax |       logsig |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  321 |       8 | Accept |     0.09134 |      48.496 |  0.00023607 |     -1.7521 |            2 |            9 |      softmax |       logsig |
|  322 |       8 | Accept |    0.089818 |      26.961 |  0.00023607 |     -1.6671 |            7 |           15 |       netinv |      softmax |
|  323 |       8 | Accept |     0.34194 |      3.6618 |  0.00023607 |     -1.7765 |            1 |            9 |       compet |       netinv |
|  324 |       8 | Accept |     0.12344 |      1.7172 |  0.00023607 |     -1.7598 |            1 |            1 |       radbas |       tribas |
|  325 |       8 | Accept |     0.33077 |      1.0795 |  0.00023607 |     -1.7638 |            1 |            1 |      softmax |       logsig |
|  326 |       8 | Accept |     0.12387 |      7.2035 |  0.00023607 |     0.17628 |            7 |            7 |       netinv |       logsig |
|  327 |       8 | Accept |   0.0052843 |      1269.7 |  0.00023607 |     -1.7627 |            4 |           29 |       logsig |       logsig |
|  328 |       8 | Accept |    0.072843 |      12.683 |  0.00023607 |     -1.6601 |            2 |            2 |       tansig |       logsig |
|  329 |       8 | Accept |    0.051131 |      42.873 |  0.00023607 |     -2.1646 |            2 |           13 |       tansig |       logsig |
|  330 |       8 | Accept |     0.32998 |      471.08 |  0.00023607 |     -2.5387 |           40 |           37 |       netinv |      radbasn |
|  331 |       8 | Accept |  0.00030963 |       29285 |  0.00023607 |     -1.6514 |           16 |           27 |       radbas |    elliotsig |
|  332 |       8 | Accept |     0.32801 |      5.7487 |  0.00023607 |     0.17469 |            1 |           13 |       compet |      radbasn |
|  333 |       8 | Accept |  0.00028152 |       57595 |  0.00023607 |     -1.6232 |           28 |           31 |      softmax |       radbas |
|  334 |       8 | Accept |     0.12532 |      2.1394 |  0.00023607 |      -1.712 |            4 |            1 |       netinv |       tribas |
|  335 |       8 | Accept |     0.34348 |      1.2245 |  0.00023607 |     -2.2144 |            1 |            3 |       compet |      softmax |
|  336 |       8 | Best   |  0.00017978 |  1.2313e+05 |  0.00017978 |     -3.1574 |           39 |           29 |       radbas |       tansig |
|  337 |       8 | Accept |  0.00034305 |       13007 |  0.00017978 |     -1.5602 |           19 |           17 |       radbas |      radbasn |
|  338 |       8 | Accept |   0.0042861 |      41.211 |  0.00017978 |       0.173 |            7 |            6 |       tansig |      softmax |
|  339 |       8 | Accept |  0.00089443 |      2485.1 |  0.00017978 |     -1.6156 |           21 |            7 |      softmax |       tansig |
|  340 |       8 | Accept |  0.00023525 |  1.3155e+05 |  0.00017978 |     -1.8724 |           38 |           40 |       radbas |    elliotsig |
|=============================================================================================================================================|
| Iter | Active  | Eval   | Objective   | Objective   | BestSoFar   | BestSoFar   |   Layer1Size |   Layer2Size |    TrainFcn1 |    TrainFcn2 |
|      | workers | result |             | runtime     | (observed)  | (estim.)    |              |              |              |              |
|=============================================================================================================================================|
|  341 |       8 | Accept |     0.33684 |      33.669 |  0.00017978 |     -1.6791 |           38 |            5 |       compet |       compet |
|  342 |       8 | Accept |     0.11126 |      5.9928 |  0.00017978 |      -1.767 |            4 |            1 |      softmax |       tribas |
|  343 |       8 | Accept |     0.33773 |      13.239 |  0.00017978 |     -1.5406 |            2 |           40 |       logsig |       compet |
|  344 |       8 | Accept |      0.3338 |       6.065 |  0.00017978 |      0.1751 |            4 |           30 |       logsig |       compet |

__________________________________________________________
Optimization completed.
Total function evaluations: 344
Total elapsed time: 164289.5437 seconds
Total objective function evaluation time: 885586.0021

Best observed feasible point:
    Layer1Size    Layer2Size    TrainFcn1    TrainFcn2
    __________    __________    _________    _________

        39            29         radbas       tansig  

Observed objective function value = 0.00017978
Estimated objective function value = 0.1751
Function evaluation time = 123130.9887

Best estimated feasible point (according to models):
    Layer1Size    Layer2Size    TrainFcn1    TrainFcn2
    __________    __________    _________    _________

        21            9          tribas       tansig  

Estimated objective function value = 0.1751
Estimated function evaluation time = 138.9774

IdleTimeout has been reached.
Parallel pool using the 'local' profile is shutting down.
>> 
